Name1,Name2,Name3,Name4,Name5,Salary,FPPG
Ezekiel Elliott,Mike Evans,Amari Cooper,Rob Gronkowski,O.J. Howard,53000,66.57499955495199
Tony Pollard,Dak Prescott,Chris Godwin,Antonio Brown,Rob Gronkowski,52000,66.5737507502238
Antonio Brown,Ezekiel Elliott,Chris Godwin,Leonard Fournette,Michael Gallup,55500,66.57375062306721
Greg Zuerlein,Ezekiel Elliott,Chris Godwin,Amari Cooper,Antonio Brown,55500,66.57375030517578
Ronald Jones II,Ezekiel Elliott,Mike Evans,Ryan Succop,Greg Zuerlein,53000,66.57338179046033
Greg Zuerlein,Tom Brady,Mike Evans,Chris Godwin,Blake Jarwin,55500,66.57175009250642
Mike Evans,Leonard Fournette,CeeDee Lamb,Ronald Jones II,Dalton Schultz,50000,66.57169099695543
Ronald Jones II,Tom Brady,Leonard Fournette,Antonio Brown,Blake Jarwin,51500,66.57138221357383
CeeDee Lamb,Dak Prescott,Ronald Jones II,Michael Gallup,Blake Jarwin,50000,66.56794072833715
O.J. Howard,Dak Prescott,Antonio Brown,Greg Zuerlein,Rob Gronkowski,46500,66.56749941507975
Rob Gronkowski,Tom Brady,CeeDee Lamb,Ronald Jones II,Dalton Schultz,49500,66.56719098932604
Chris Godwin,Tom Brady,Antonio Brown,Ryan Succop,Blake Jarwin,52000,66.56550041039786
Leonard Fournette,Mike Evans,Ronald Jones II,Michael Gallup,Antonio Brown,51500,66.56544169631658
Greg Zuerlein,Mike Evans,Amari Cooper,Leonard Fournette,Ronald Jones II,53500,66.56544137842515
Ezekiel Elliott,Mike Evans,Ronald Jones II,Michael Gallup,Rob Gronkowski,53000,66.56544093337713
Leonard Fournette,Dak Prescott,Michael Gallup,Greg Zuerlein,Blake Jarwin,49500,66.56500049432118
Tony Pollard,Dak Prescott,Amari Cooper,Antonio Brown,O.J. Howard,50500,66.56500021616617
Dalton Schultz,Dak Prescott,Leonard Fournette,Michael Gallup,O.J. Howard,48500,66.56499989827473
Mike Evans,Dak Prescott,Ryan Succop,O.J. Howard,Blake Jarwin,49500,66.56499954064687
Ezekiel Elliott,Leonard Fournette,Ronald Jones II,Antonio Brown,Dalton Schultz,50000,66.56294090794583
Ronald Jones II,Tom Brady,Rob Gronkowski,Dalton Schultz,O.J. Howard,46000,66.5613816429587
Amari Cooper,Ezekiel Elliott,Chris Godwin,Antonio Brown,Dalton Schultz,54000,66.56125049591066
Dalton Schultz,Tom Brady,Ezekiel Elliott,Greg Zuerlein,Rob Gronkowski,52000,66.56049982706706
O.J. Howard,Dak Prescott,CeeDee Lamb,Ryan Succop,Tony Pollard,48000,66.55874913533528
Amari Cooper,Leonard Fournette,CeeDee Lamb,Antonio Brown,Ryan Succop,50500,66.5562505086263
Tony Pollard,Dak Prescott,Ronald Jones II,Michael Gallup,Antonio Brown,50500,66.55544159459131
Mike Evans,Ezekiel Elliott,Leonard Fournette,Greg Zuerlein,Tony Pollard,53500,66.5550001780192
Michael Gallup,Tom Brady,Antonio Brown,Greg Zuerlein,Dalton Schultz,48500,66.553000386556
O.J. Howard,Tom Brady,Mike Evans,Michael Gallup,Dalton Schultz,51000,66.5529993057251
Amari Cooper,Mike Evans,Leonard Fournette,Ronald Jones II,Dalton Schultz,52000,66.55294156916001
Ezekiel Elliott,Leonard Fournette,Ronald Jones II,Greg Zuerlein,Rob Gronkowski,50000,66.55294093337713
Amari Cooper,Dak Prescott,Leonard Fournette,Tony Pollard,Blake Jarwin,52000,66.55250068505605
Antonio Brown,Dak Prescott,Ryan Succop,Tony Pollard,Dalton Schultz,47000,66.55250034332275
Dalton Schultz,Dak Prescott,Antonio Brown,Ryan Succop,Greg Zuerlein,47500,66.55250002543131
Amari Cooper,Ezekiel Elliott,Chris Godwin,Greg Zuerlein,Rob Gronkowski,54000,66.55125052134196
Rob Gronkowski,Tom Brady,Ezekiel Elliott,Greg Zuerlein,Tony Pollard,53000,66.55050017038981
Ezekiel Elliott,Tom Brady,Greg Zuerlein,O.J. Howard,Blake Jarwin,50500,66.55049911340078
Chris Godwin,Amari Cooper,Leonard Fournette,Antonio Brown,O.J. Howard,51000,66.55000050862631
Antonio Brown,Ezekiel Elliott,Mike Evans,CeeDee Lamb,Ryan Succop,54500,66.54874986012776
Leonard Fournette,Ezekiel Elliott,CeeDee Lamb,Antonio Brown,O.J. Howard,50500,66.54874973297119
Tony Pollard,Tom Brady,Chris Godwin,Leonard Fournette,Dalton Schultz,53500,66.54675064086913
Chris Godwin,Mike Evans,CeeDee Lamb,Ronald Jones II,Dalton Schultz,51500,66.54669118769029
Chris Godwin,Dak Prescott,CeeDee Lamb,Tony Pollard,Blake Jarwin,51500,66.54625030358632
Ronald Jones II,Dak Prescott,Mike Evans,O.J. Howard,Blake Jarwin,50500,66.54588153455771
Mike Evans,Ezekiel Elliott,Ronald Jones II,Antonio Brown,Dalton Schultz,52000,66.54544092066149
Antonio Brown,Mike Evans,Chris Godwin,Leonard Fournette,Greg Zuerlein,53500,66.54375063578289
CeeDee Lamb,Mike Evans,Chris Godwin,Amari Cooper,Dalton Schultz,54000,66.54374999999999
Greg Zuerlein,Dak Prescott,Ryan Succop,Rob Gronkowski,Dalton Schultz,46000,66.54250005086263
O.J. Howard,Tom Brady,Leonard Fournette,Antonio Brown,Tony Pollard,50000,66.54049962361654
O.J. Howard,Tom Brady,Leonard Fournette,Greg Zuerlein,Dalton Schultz,48000,66.54049930572509
Chris Godwin,Leonard Fournette,Ronald Jones II,Michael Gallup,Antonio Brown,51000,66.54044188705146
Greg Zuerlein,Ezekiel Elliott,Leonard Fournette,CeeDee Lamb,Ronald Jones II,52500,66.5391907935049
Leonard Fournette,Tom Brady,Chris Godwin,Rob Gronkowski,Blake Jarwin,53000,66.53675062656403
Greg Zuerlein,Tom Brady,CeeDee Lamb,Tony Pollard,Rob Gronkowski,49000,66.53675003051758
Rob Gronkowski,Dak Prescott,Ronald Jones II,Michael Gallup,O.J. Howard,48000,66.53544100967108
Mike Evans,Ezekiel Elliott,Ronald Jones II,Greg Zuerlein,Rob Gronkowski,52000,66.53544094609279
Amari Cooper,Dak Prescott,Ronald Jones II,Rob Gronkowski,Blake Jarwin,50500,66.53294145312962
Amari Cooper,Ezekiel Elliott,Ronald Jones II,Michael Gallup,Greg Zuerlein,52500,66.53294136570949
Mike Evans,Leonard Fournette,CeeDee Lamb,Antonio Brown,O.J. Howard,49500,66.53124974568685
Greg Zuerlein,Tom Brady,Ronald Jones II,Tony Pollard,O.J. Howard,47500,66.53094068415025
Michael Gallup,Tom Brady,Amari Cooper,Rob Gronkowski,Dalton Schultz,51000,66.53050060272219
Chris Godwin,Ezekiel Elliott,Mike Evans,Greg Zuerlein,Tony Pollard,55000,66.53000036875407
Dalton Schultz,Dak Prescott,Amari Cooper,Ryan Succop,Rob Gronkowski,50000,66.53000024159749
Ronald Jones II,Ezekiel Elliott,Chris Godwin,Leonard Fournette,Dalton Schultz,53500,66.52963217193005
Ezekiel Elliott,Chris Godwin,Michael Gallup,Ryan Succop,Greg Zuerlein,52000,66.52874997456868
Leonard Fournette,Tom Brady,Amari Cooper,O.J. Howard,Blake Jarwin,51500,66.52800009250642
CeeDee Lamb,Tom Brady,Leonard Fournette,Ryan Succop,Blake Jarwin,51500,66.52799971103668
Rob Gronkowski,Tom Brady,CeeDee Lamb,Antonio Brown,O.J. Howard,49000,66.52674973805746
Ezekiel Elliott,Mike Evans,Amari Cooper,Michael Gallup,Tony Pollard,55500,66.52250016530354
O.J. Howard,Tom Brady,Ronald Jones II,Antonio Brown,Rob Gronkowski,48500,66.52094039169013
Rob Gronkowski,Dak Prescott,Amari Cooper,Ryan Succop,Tony Pollard,51000,66.52000058492024
Leonard Fournette,Tom Brady,Ronald Jones II,Michael Gallup,Blake Jarwin,51500,66.51844147093156
Ryan Succop,Ezekiel Elliott,Mike Evans,Leonard Fournette,Antonio Brown,55500,66.5175001144409
Tony Pollard,Tom Brady,Leonard Fournette,Antonio Brown,Ryan Succop,52000,66.51550057729085
Leonard Fournette,Chris Godwin,CeeDee Lamb,Ronald Jones II,O.J. Howard,49500,66.51544099695543
Michael Gallup,Dak Prescott,Mike Evans,Amari Cooper,Blake Jarwin,55500,66.51500049432119
Greg Zuerlein,Dak Prescott,Michael Gallup,Dalton Schultz,O.J. Howard,45500,66.51499970753987
Amari Cooper,Mike Evans,Leonard Fournette,Antonio Brown,O.J. Howard,51500,66.51250031789144
CeeDee Lamb,Mike Evans,Amari Cooper,Antonio Brown,Ryan Succop,52500,66.5124999364217
Antonio Brown,Ezekiel Elliott,Chris Godwin,Amari Cooper,Michael Gallup,56500,66.51125062306721
Dalton Schultz,Dak Prescott,Chris Godwin,Michael Gallup,Rob Gronkowski,51000,66.51125043233235
Ezekiel Elliott,Amari Cooper,Leonard Fournette,Greg Zuerlein,Tony Pollard,52500,66.51000016530355
Mike Evans,Amari Cooper,CeeDee Lamb,Ronald Jones II,Dalton Schultz,51000,66.50919099695543
Ronald Jones II,Tom Brady,Michael Gallup,Tony Pollard,Dalton Schultz,48500,66.50888225331026
Ronald Jones II,Tom Brady,Amari Cooper,Antonio Brown,Blake Jarwin,52500,66.50888221357383
Leonard Fournette,Chris Godwin,Amari Cooper,Michael Gallup,Ryan Succop,53000,66.50625095367432
Chris Godwin,Mike Evans,CeeDee Lamb,Antonio Brown,O.J. Howard,51000,66.50624993642171
Dalton Schultz,Tom Brady,Ronald Jones II,Antonio Brown,Ryan Succop,49500,66.5059410020417
Dalton Schultz,Dak Prescott,Amari Cooper,Michael Gallup,O.J. Howard,49500,66.50249989827473
Rob Gronkowski,Dak Prescott,Chris Godwin,Michael Gallup,Tony Pollard,52000,66.5012507756551
Ezekiel Elliott,Amari Cooper,Ronald Jones II,Antonio Brown,Dalton Schultz,51000,66.50044090794583
Greg Zuerlein,Ezekiel Elliott,Mike Evans,Chris Godwin,Ryan Succop,56000,66.49874998728434
Ronald Jones II,Ezekiel Elliott,Leonard Fournette,Antonio Brown,Ryan Succop,52000,66.49838210835176
Blake Jarwin,Tom Brady,Dak Prescott,Ezekiel Elliott,Tony Pollard,59000,66.49799981117249
Dalton Schultz,Tom Brady,Chris Godwin,Antonio Brown,O.J. Howard,50500,66.4967498143514
Amari Cooper,Chris Godwin,Ronald Jones II,Antonio Brown,Ryan Succop,51500,66.4966916963166
Leonard Fournette,Dak Prescott,CeeDee Lamb,Dalton Schultz,Blake Jarwin,49000,66.49625011285146
Rob Gronkowski,Tom Brady,Leonard Fournette,Ryan Succop,O.J. Howard,49500,66.49549999237061
CeeDee Lamb,Mike Evans,Chris Godwin,Michael Gallup,Antonio Brown,53500,66.49375012715657
Mike Evans,Ezekiel Elliott,Leonard Fournette,Michael Gallup,Dalton Schultz,53500,66.49250017801921
Mike Evans,Ezekiel Elliott,Amari Cooper,Greg Zuerlein,Tony Pollard,54500,66.4925001780192
Leonard Fournette,Amari Cooper,Ronald Jones II,Antonio Brown,Greg Zuerlein,49500,66.4904416963166
Ezekiel Elliott,Amari Cooper,Ronald Jones II,Greg Zuerlein,Rob Gronkowski,51000,66.49044093337713
Tony Pollard,Dak Prescott,Mike Evans,Ryan Succop,O.J. Howard,51000,66.48999989827473
Michael Gallup,Dak Prescott,Ezekiel Elliott,CeeDee Lamb,Blake Jarwin,54500,66.48874990940094
Rob Gronkowski,Tom Brady,Ezekiel Elliott,Michael Gallup,Dalton Schultz,53000,66.48800017038982
Leonard Fournette,Mike Evans,CeeDee Lamb,Ronald Jones II,Rob Gronkowski,51000,66.48669134027817
Dalton Schultz,Dak Prescott,CeeDee Lamb,Ronald Jones II,Tony Pollard,49000,66.48669089523015
Tony Pollard,Tom Brady,Chris Godwin,Amari Cooper,Dalton Schultz,54500,66.48425064086913
Dalton Schultz,Tom Brady,CeeDee Lamb,Michael Gallup,Antonio Brown,50500,66.48425000508627
Ryan Succop,Mike Evans,Chris Godwin,Leonard Fournette,Ronald Jones II,54500,66.48419137842515
Michael Gallup,Dak Prescott,Ronald Jones II,Tony Pollard,Rob Gronkowski,49000,66.48294162002263
CeeDee Lamb,Ezekiel Elliott,Mike Evans,Ronald Jones II,Dalton Schultz,53000,66.48294041203516
CeeDee Lamb,Dak Prescott,Ezekiel Elliott,Tony Pollard,Blake Jarwin,53000,66.48249952793121
Antonio Brown,Mike Evans,Chris Godwin,Amari Cooper,Greg Zuerlein,54500,66.48125063578289
Ryan Succop,Mike Evans,Amari Cooper,Leonard Fournette,CeeDee Lamb,54500,66.48125019073485
CeeDee Lamb,Chris Godwin,Leonard Fournette,Antonio Brown,Greg Zuerlein,50500,66.48125012715658
Leonard Fournette,Ezekiel Elliott,Mike Evans,Antonio Brown,Tony Pollard,54500,66.48000049591064
Leonard Fournette,Ezekiel Elliott,Mike Evans,Greg Zuerlein,Dalton Schultz,52500,66.48000017801921
O.J. Howard,Tom Brady,Amari Cooper,Antonio Brown,Tony Pollard,51000,66.47799962361654
O.J. Howard,Tom Brady,Amari Cooper,Greg Zuerlein,Dalton Schultz,49000,66.47799930572509
Chris Godwin,Amari Cooper,Ronald Jones II,Michael Gallup,Antonio Brown,52000,66.47794188705146
Mike Evans,Chris Godwin,CeeDee Lamb,Antonio Brown,Rob Gronkowski,52000,66.47750027974446
Tony Pollard,Dak Prescott,CeeDee Lamb,Ronald Jones II,Rob Gronkowski,50000,66.4766912385529
Greg Zuerlein,Ezekiel Elliott,Amari Cooper,CeeDee Lamb,Ronald Jones II,53500,66.4766907935049
Amari Cooper,Chris Godwin,CeeDee Lamb,Michael Gallup,Antonio Brown,52500,66.47500069936117
Chris Godwin,Mike Evans,Leonard Fournette,Ryan Succop,O.J. Howard,51500,66.47500019073486
Mike Evans,Chris Godwin,Ronald Jones II,Antonio Brown,O.J. Howard,50500,66.47169093337713
Ryan Succop,Tom Brady,Ezekiel Elliott,Leonard Fournette,Blake Jarwin,55500,66.4704998890559
Rob Gronkowski,Dak Prescott,Michael Gallup,Ryan Succop,Greg Zuerlein,48500,66.47000039418538
Tony Pollard,Dak Prescott,Ezekiel Elliott,Greg Zuerlein,Dalton Schultz,51500,66.47000007629394
Mike Evans,Amari Cooper,CeeDee Lamb,Antonio Brown,O.J. Howard,50500,66.46874974568685
Dalton Schultz,Tom Brady,Mike Evans,Antonio Brown,Rob Gronkowski,52000,66.46800015767417
O.J. Howard,Tom Brady,Leonard Fournette,Michael Gallup,Rob Gronkowski,50000,66.46799964904785
Chris Godwin,Ezekiel Elliott,Mike Evans,Michael Gallup,Dalton Schultz,55000,66.46750036875407
Ronald Jones II,Ezekiel Elliott,Chris Godwin,Amari Cooper,Dalton Schultz,54500,66.46713217193005
Ezekiel Elliott,Mike Evans,CeeDee Lamb,Greg Zuerlein,Tony Pollard,52500,66.46624959309895
Amari Cooper,Tom Brady,Leonard Fournette,O.J. Howard,Blake Jarwin,51500,66.46550009250642
Antonio Brown,Tom Brady,Ryan Succop,Dalton Schultz,O.J. Howard,46500,66.46549975077312
CeeDee Lamb,Tom Brady,Amari Cooper,Ryan Succop,Blake Jarwin,52500,66.46549971103668
Amari Cooper,Ezekiel Elliott,CeeDee Lamb,Ronald Jones II,Dalton Schultz,52000,66.46419098423976
Leonard Fournette,Ezekiel Elliott,Chris Godwin,Ryan Succop,Rob Gronkowski,53500,66.46375052134196
Ronald Jones II,Amari Cooper,Leonard Fournette,CeeDee Lamb,Ryan Succop,51000,66.46213218464571
Chris Godwin,Leonard Fournette,CeeDee Lamb,Ronald Jones II,Rob Gronkowski,50500,66.46169153101305
Ezekiel Elliott,Chris Godwin,CeeDee Lamb,Ryan Succop,Dalton Schultz,51500,66.45999959309896
Dalton Schultz,Dak Prescott,Ezekiel Elliott,Rob Gronkowski,O.J. Howard,50000,66.45999946594237
Chris Godwin,Tom Brady,CeeDee Lamb,O.J. Howard,Blake Jarwin,51000,66.45924971103669
Mike Evans,CeeDee Lamb,Ronald Jones II,Michael Gallup,Antonio Brown,50500,66.459191124112
Amari Cooper,Mike Evans,Chris Godwin,Antonio Brown,Rob Gronkowski,54000,66.45875085194906
CeeDee Lamb,Chris Godwin,Amari Cooper,Leonard Fournette,Rob Gronkowski,53000,66.45875034332275
Rob Gronkowski,Tom Brady,Mike Evans,Antonio Brown,Tony Pollard,53000,66.4580005009969
Rob Gronkowski,Tom Brady,Mike Evans,Greg Zuerlein,Dalton Schultz,51000,66.45800018310547
Chris Godwin,Ezekiel Elliott,Leonard Fournette,Antonio Brown,Tony Pollard,54000,66.4550006866455
Chris Godwin,Ezekiel Elliott,Leonard Fournette,Greg Zuerlein,Dalton Schultz,52000,66.45500036875407
Ryan Succop,Ezekiel Elliott,Mike Evans,Amari Cooper,Antonio Brown,56500,66.4550001144409
Antonio Brown,Ezekiel Elliott,Chris Godwin,CeeDee Lamb,Greg Zuerlein,53500,66.45500005086262
Leonard Fournette,Ezekiel Elliott,Amari Cooper,Ryan Succop,O.J. Howard,52000,66.45499998728434
Tony Pollard,Tom Brady,Amari Cooper,Antonio Brown,Ryan Succop,53000,66.45300057729085
Dalton Schultz,Tom Brady,Leonard Fournette,Michael Gallup,Ryan Succop,51000,66.45300025939942
Mike Evans,Dak Prescott,Antonio Brown,Dalton Schultz,Blake Jarwin,50000,66.45250004927317
Michael Gallup,Dak Prescott,Antonio Brown,Dalton Schultz,O.J. Howard,46500,66.4525000254313
Leonard Fournette,Chris Godwin,CeeDee Lamb,Ryan Succop,Greg Zuerlein,50000,66.45000038146974
Rob Gronkowski,Dak Prescott,Ezekiel Elliott,Tony Pollard,O.J. Howard,51000,66.44999980926512
Ezekiel Elliott,Amari Cooper,Leonard Fournette,Michael Gallup,Dalton Schultz,52500,66.44750016530355
CeeDee Lamb,Tom Brady,Chris Godwin,Michael Gallup,Blake Jarwin,53500,66.44674990177154
Ryan Succop,Tom Brady,CeeDee Lamb,Tony Pollard,O.J. Howard,48500,66.44674949645996
Leonard Fournette,Mike Evans,Chris Godwin,Ronald Jones II,Tony Pollard,53500,66.44669175989488
Mike Evans,Chris Godwin,Leonard Fournette,Ryan Succop,Rob Gronkowski,52500,66.44625053405761
Greg Zuerlein,Dak Prescott,Leonard Fournette,CeeDee Lamb,Blake Jarwin,50500,66.44624992211659
Dalton Schultz,Dak Prescott,CeeDee Lamb,Greg Zuerlein,O.J. Howard,46500,66.44624932607015
Leonard Fournette,Ezekiel Elliott,Ronald Jones II,Michael Gallup,Ryan Succop,52000,66.44544136570948
Amari Cooper,Chris Godwin,Leonard Fournette,Michael Gallup,Ryan Succop,53000,66.44375095367432
Leonard Fournette,Mike Evans,Amari Cooper,CeeDee Lamb,Tony Pollard,53500,66.44375057220459
Ronald Jones II,Chris Godwin,Leonard Fournette,CeeDee Lamb,Michael Gallup,52000,66.44338237538057
Mike Evans,Dak Prescott,Greg Zuerlein,Rob Gronkowski,Blake Jarwin,50000,66.44250007470448
Michael Gallup,Dak Prescott,Greg Zuerlein,Rob Gronkowski,O.J. Howard,46500,66.44250005086262
CeeDee Lamb,Ezekiel Elliott,Mike Evans,Antonio Brown,O.J. Howard,52500,66.44249916076659
Amari Cooper,Mike Evans,Ronald Jones II,Michael Gallup,Antonio Brown,52500,66.44044169631658
CeeDee Lamb,Amari Cooper,Leonard Fournette,Ronald Jones II,Michael Gallup,51500,66.44044118769028
Amari Cooper,Dak Prescott,Michael Gallup,Greg Zuerlein,Blake Jarwin,50500,66.44000049432118
Mike Evans,Amari Cooper,Leonard Fournette,Ryan Succop,O.J. Howard,51000,66.4375
Antonio Brown,Dak Prescott,CeeDee Lamb,Ronald Jones II,Blake Jarwin,50000,66.4366909826503
Leonard Fournette,Ezekiel Elliott,Chris Godwin,Michael Gallup,O.J. Howard,53000,66.43625017801921
Ronald Jones II,Ezekiel Elliott,Amari Cooper,Antonio Brown,Ryan Succop,53000,66.43588210835176
Chris Godwin,Ezekiel Elliott,Ronald Jones II,Antonio Brown,Rob Gronkowski,52500,66.4354414547191
Tony Pollard,Tom Brady,Chris Godwin,Michael Gallup,Antonio Brown,54000,66.43425076802572
Ronald Jones II,Tom Brady,Mike Evans,Ryan Succop,Blake Jarwin,53000,66.43388189568239
Leonard Fournette,Tom Brady,Ezekiel Elliott,Tony Pollard,Blake Jarwin,54500,66.43300027052562
Rob Gronkowski,Tom Brady,Amari Cooper,Ryan Succop,O.J. Howard,50500,66.43299999237061
O.J. Howard,Dak Prescott,Ronald Jones II,Greg Zuerlein,Tony Pollard,47000,66.43044032302556
Mike Evans,Ezekiel Elliott,Amari Cooper,Michael Gallup,Dalton Schultz,54500,66.43000017801921
O.J. Howard,Tom Brady,Michael Gallup,Antonio Brown,Greg Zuerlein,48500,66.42799943288168
Amari Cooper,Leonard Fournette,Ronald Jones II,Antonio Brown,Greg Zuerlein,49500,66.4279416963166
Mike Evans,Leonard Fournette,Ronald Jones II,Michael Gallup,Ryan Succop,51000,66.42794137842515
Ronald Jones II,Mike Evans,Chris Godwin,Leonard Fournette,Rob Gronkowski,53500,66.42713252796845
Ezekiel Elliott,Mike Evans,Ronald Jones II,Ryan Succop,Dalton Schultz,51500,66.4254405900544
Ezekiel Elliott,Dak Prescott,Ryan Succop,Tony Pollard,Blake Jarwin,51500,66.42499970595041
Amari Cooper,Ezekiel Elliott,CeeDee Lamb,Antonio Brown,O.J. Howard,51500,66.42374973297119
Rob Gronkowski,Tom Brady,Ronald Jones II,Michael Gallup,Ryan Succop,50500,66.42344137079576
Tony Pollard,Tom Brady,Ezekiel Elliott,Ronald Jones II,Dalton Schultz,53500,66.42344105290432
Ryan Succop,Mike Evans,Chris Godwin,Amari Cooper,Ronald Jones II,55500,66.42169137842515
Chris Godwin,CeeDee Lamb,Ronald Jones II,Antonio Brown,Greg Zuerlein,49000,66.42169131484687
Antonio Brown,Ezekiel Elliott,Mike Evans,Ronald Jones II,Greg Zuerlein,53500,66.42044104781804
Greg Zuerlein,Dak Prescott,Ezekiel Elliott,Antonio Brown,Blake Jarwin,52500,66.41999984582264
Chris Godwin,Amari Cooper,Leonard Fournette,CeeDee Lamb,Tony Pollard,53000,66.41875076293945
Mike Evans,Chris Godwin,Leonard Fournette,Michael Gallup,O.J. Howard,52000,66.41875019073485
CeeDee Lamb,Chris Godwin,Amari Cooper,Antonio Brown,Greg Zuerlein,51500,66.41875012715658
Ronald Jones II,Mike Evans,Amari Cooper,Leonard Fournette,O.J. Howard,52000,66.41838199391084
Ronald Jones II,Ezekiel Elliott,Chris Godwin,Michael Gallup,Antonio Brown,54000,66.41713229908663
Ezekiel Elliott,Mike Evans,Chris Godwin,Dalton Schultz,O.J. Howard,52500,66.41624940236409
Mike Evans,Tom Brady,Leonard Fournette,Tony Pollard,Blake Jarwin,53500,66.41550028324127
Michael Gallup,Tom Brady,Leonard Fournette,Tony Pollard,O.J. Howard,50000,66.41550025939942
Leonard Fournette,Mike Evans,Ronald Jones II,Ryan Succop,Greg Zuerlein,50000,66.41544137842516
Rob Gronkowski,Tom Brady,Chris Godwin,Michael Gallup,O.J. Howard,51500,66.41425018310547
Chris Godwin,Mike Evans,Amari Cooper,Ryan Succop,O.J. Howard,52500,66.41250019073486
Amari Cooper,Tom Brady,Chris Godwin,Rob Gronkowski,Blake Jarwin,54000,66.41175062656403
Tony Pollard,Tom Brady,Leonard Fournette,CeeDee Lamb,O.J. Howard,51000,66.40924987792968
CeeDee Lamb,Mike Evans,Chris Godwin,Ronald Jones II,O.J. Howard,51500,66.40919042475083
Ryan Succop,Tom Brady,Ezekiel Elliott,Amari Cooper,Blake Jarwin,56500,66.4079998890559
Leonard Fournette,Ezekiel Elliott,Mike Evans,Michael Gallup,Rob Gronkowski,54500,66.40750052134196
Dalton Schultz,Dak Prescott,Ezekiel Elliott,Michael Gallup,Tony Pollard,52500,66.40750007629394
Mike Evans,Chris Godwin,Antonio Brown,Ryan Succop,Greg Zuerlein,51000,66.40625031789145
Leonard Fournette,Mike Evans,Chris Godwin,Greg Zuerlein,O.J. Howard,51000,66.40625019073487
Blake Jarwin,Tom Brady,Dak Prescott,Mike Evans,Dalton Schultz,57000,66.40549982388815
O.J. Howard,Tom Brady,Amari Cooper,Michael Gallup,Rob Gronkowski,51000,66.40549964904785
Tony Pollard,Dak Prescott,Ronald Jones II,Ryan Succop,Greg Zuerlein,49000,66.40544127669989
Ezekiel Elliott,Mike Evans,CeeDee Lamb,Michael Gallup,Dalton Schultz,52500,66.40374959309895
Greg Zuerlein,Tom Brady,Michael Gallup,Ryan Succop,Dalton Schultz,48000,66.40300006866457
O.J. Howard,Tom Brady,Mike Evans,Ryan Succop,Tony Pollard,51500,66.40299930572509
Chris Godwin,Mike Evans,Ronald Jones II,Michael Gallup,Ryan Succop,52500,66.40294156916
Rob Gronkowski,Dak Prescott,CeeDee Lamb,Ryan Succop,Dalton Schultz,48000,66.40125001271565
Dalton Schultz,Tom Brady,CeeDee Lamb,Ronald Jones II,O.J. Howard,48500,66.39969030268053
Chris Godwin,Amari Cooper,CeeDee Lamb,Ronald Jones II,Rob Gronkowski,51500,66.39919153101305
CeeDee Lamb,Ezekiel Elliott,Leonard Fournette,Ronald Jones II,Rob Gronkowski,52000,66.39794075535792
Tony Pollard,Dak Prescott,Ezekiel Elliott,Michael Gallup,Rob Gronkowski,53500,66.39750041961669
Tony Pollard,Dak Prescott,Chris Godwin,Greg Zuerlein,O.J. Howard,50000,66.3962500890096
Mike Evans,Tom Brady,Ronald Jones II,Rob Gronkowski,Blake Jarwin,52000,66.39594105131485
Michael Gallup,Tom Brady,Ronald Jones II,Rob Gronkowski,O.J. Howard,48500,66.395941027473
CeeDee Lamb,Tom Brady,Ezekiel Elliott,O.J. Howard,Blake Jarwin,52500,66.39549893538157
Ryan Succop,Ezekiel Elliott,Chris Godwin,CeeDee Lamb,Ronald Jones II,54500,66.3954407935049
Leonard Fournette,Mike Evans,CeeDee Lamb,Michael Gallup,Greg Zuerlein,51000,66.39375038146973
Amari Cooper,Tom Brady,Ronald Jones II,Michael Gallup,Blake Jarwin,52500,66.39344147093156
Chris Godwin,Ezekiel Elliott,Amari Cooper,Antonio Brown,Tony Pollard,55000,66.3925006866455
Chris Godwin,Ezekiel Elliott,Amari Cooper,Greg Zuerlein,Dalton Schultz,53000,66.39250036875407
Amari Cooper,Ezekiel Elliott,Leonard Fournette,Ryan Succop,O.J. Howard,52000,66.39249998728434
Ronald Jones II,Ezekiel Elliott,Leonard Fournette,CeeDee Lamb,O.J. Howard,51000,66.3921314089906
Ezekiel Elliott,Leonard Fournette,CeeDee Lamb,Antonio Brown,Tony Pollard,51500,66.3912499109904
Ezekiel Elliott,Leonard Fournette,CeeDee Lamb,Greg Zuerlein,Dalton Schultz,49500,66.39124959309896
Chris Godwin,Tom Brady,Mike Evans,Tony Pollard,Blake Jarwin,55000,66.39050047397615
Dalton Schultz,Tom Brady,Amari Cooper,Michael Gallup,Ryan Succop,52000,66.39050025939942
Chris Godwin,Leonard Fournette,Ronald Jones II,Ryan Succop,Greg Zuerlein,49500,66.39044156916003
Amari Cooper,Chris Godwin,CeeDee Lamb,Ronald Jones II,O.J. Howard,50500,66.39044099695543
CeeDee Lamb,Dak Prescott,Mike Evans,Dalton Schultz,Blake Jarwin,51000,66.38999954064687
Ronald Jones II,Mike Evans,Chris Godwin,Antonio Brown,Greg Zuerlein,52000,66.38713231180228
Greg Zuerlein,Dak Prescott,Chris Godwin,Ronald Jones II,Blake Jarwin,51500,66.38669110980688
Chris Godwin,Ezekiel Elliott,CeeDee Lamb,Ryan Succop,O.J. Howard,51500,66.38624960581461
O.J. Howard,Dak Prescott,Chris Godwin,Rob Gronkowski,Dalton Schultz,48500,66.38624947865804
Ezekiel Elliott,Mike Evans,Antonio Brown,Ryan Succop,O.J. Howard,51000,66.3849993387858
